class	column	line_id	line_idx	edits	subs	gt	model
mark	page-018-R	_381e00ab-6a7a-4f72-93eb-2f21beab2297	53	1	ᾶ→ά	ρᾶσαι Φβ4. 196a5.	ράσαι Φβ4. 196a5.
mark	page-018-R	_cc669685-953f-4e72-ac11-0bad2166a658	58	2	∅→̀ ∅→͂	1289b33. ἀγοραῖος ὄχλος Πζ4. 1319a36. τȣς ναυκληρȣντας	1289b33. ἀγοραῖος ὄχλος Πζ4. 1319a36. τȣ̀ς ναυκληρȣ͂ντας
mark	page-019-L	_684d6dbf-6624-470a-8a4c-46cfe958105a	15	1	͂→∅	ἀγράμματος. δηλȣ͂σί τι ϗ̀ οἱ ἀγράμματοι ψόφοι, οἷον θη-	ἀγράμματος. δηλȣσί τι ϗ̀ οἱ ἀγράμματοι ψόφοι, οἷον θη-
mark	page-019-L	_be3d8b5d-0788-4f5c-a9e4-93d8a1e7cf8e	19	1	∅→͂	ἀγραυλεῖν. οἱ ἀγραυλȣντες θ11. 831a29.	ἀγραυλεῖν. οἱ ἀγραυλȣ͂ντες θ11. 831a29.
mark	page-019-L	_4850eecf-821b-4939-bd91-73c2b415b511	33	1	∅→̀	ἄγριος. τῶν ζῴων διαφοραὶ κατὰ τȣς βίȣς ϗ̀ τὰς πράξεις, τὰ	ἄγριος. τῶν ζῴων διαφοραὶ κατὰ τȣ̀ς βίȣς ϗ̀ τὰς πράξεις, τὰ
mark	page-019-R	_dc4344f8-88e1-48eb-bc3c-f8399da0f927	47	1	∅→̀	ἀγωγῇ ϗ̀ τοῖς ἔθεσιν ὀλιγαρχεῖσθαι, dist κατὰ τȣς νόμȣς	ἀγωγῇ ϗ̀ τοῖς ἔθεσιν ὀλιγαρχεῖσθαι, dist κατὰ τȣ̀ς νόμȣς
mark	page-019-R	_50289cf3-d6ac-4274-9fbb-af5b6ca83318	51	1	Ὀ→Ο	ἀγών Φγ6. 206a22, 31 (Ὀλύμπια). ἀγῶνες γυμνικοί Ηγ12.	ἀγών Φγ6. 206a22, 31 (Ολύμπια). ἀγῶνες γυμνικοί Ηγ12.
mark	page-020-L	_7edfc63b-99ba-4c6a-94f2-0e5e9024f6da	16	1	∅→͂	ἀγωνία 1. i q ἀγών. μελετᾶν πρὸς ἡντινȣν ἀγωνίαν Ηγ7. 1114.	ἀγωνία 1. i q ἀγών. μελετᾶν πρὸς ἡντινȣ͂ν ἀγωνίαν Ηγ7. 1114.
mark	page-020-L	_8bcd602d-28a9-48ad-ac2e-962f7c062ee6	24	1	∅→͂	ἀγωνίζεσθαι. στεφανȣνται οἱ ἀγωνιζόμενοι Ηα9. 1099a5.	ἀγωνίζεσθαι. στεφανȣ͂νται οἱ ἀγωνιζόμενοι Ηα9. 1099a5.
mark	page-020-L	_afe1ebf6-df66-43b4-bfd8-547501454c9c	28	1	∅→͂	cialibus: αὐτοῖς ἀγωνίζεσθαι τοῖς πράγμασιν, opp τὰ ἔξω τȣ	cialibus: αὐτοῖς ἀγωνίζεσθαι τοῖς πράγμασιν, opp τὰ ἔξω τȣ͂
mark	page-020-L	_579635bf-3c46-4986-bdad-39efa0c28da8	31	1	ύ→υ	re scenica: ἑκατὸν τραγῳδίας ἀγωνίζεσθαι, πρὸς κλεψύδραν	re scenica: ἑκατὸν τραγῳδίας ἀγωνίζεσθαι, πρὸς κλεψυδραν
mark	page-020-L	_f20f924a-c5cb-4bd0-9079-04be726b4eaf	34	1	∅→͂	rum) αὐτοὶ μὲν δι' ὅλȣ ἀγωνίζονται, μιμȣνται δ' ὀλίγα πο24.	rum) αὐτοὶ μὲν δι' ὅλȣ ἀγωνίζονται, μιμȣ͂νται δ' ὀλίγα πο24.
mark	page-020-L	_7b8ec024-f11b-4092-9df7-2b4ef9f4be26	43	1	ὴ→ή	b21-26. δύναμις ἀγωνιστικὴ Ρα5. 1361a4, 1360b22. —	b21-26. δύναμις ἀγωνιστική Ρα5. 1361a4, 1360b22. —
mark	page-020-R	_01949b0c-7b36-4c77-b7af-bb8ecb41fdb4	8	1	∅→͂	ἀδελφικός. ἡ ἀδελφικὴ φιλία τῇ ἑταιρικῇ ὁμοιȣται Ηθ14.	ἀδελφικός. ἡ ἀδελφικὴ φιλία τῇ ἑταιρικῇ ὁμοιȣ͂ται Ηθ14.
mark	page-020-R	_7a887562-e7ca-43ce-a3c4-2316db94800e	20	1	ἀ→ἄ	1551b6. ἐν πολλῷ πλήθει ἄδηλον μβ1. 354a9. — ȣ̓κ ἀδη-	1551b6. ἐν πολλῷ πλήθει ἄδηλον μβ1. 354a9. — ȣ̓κ ἄδη-
mark	page-020-R	_b12d2219-2d3a-4388-b856-4b048ddd1c89	28	2	Ἅ→Ἄ ∅→ 	ᾅδης. τῷ κακῷ δαίμονι ὄνομα εἶναι Ἅιδης ϗ̀ Ἀρειμάνιος f8.	ᾅδης. τῷ κακῷ δαίμονι ὄνομα εἶναι Ἄιδης ϗ̀ Ἀρειμάνιος f 8.
mark	page-020-R	_db9e322b-6af4-4e8f-bb37-2877b89a8453	35	1	∅→͂	διαιρετόν ψγ2. 427a5. syn ἁπλȣν Μδ3. 1014b5. syn ἀμε-	διαιρετόν ψγ2. 427a5. syn ἁπλȣ͂ν Μδ3. 1014b5. syn ἀμε-
mark	page-021-L	_8b492f85-b479-44ee-bb5f-25cad3ee731d	5	1	∅→̀	Ζιβ10. 503a4. ἐλέφας τὰ περὶ τȣς δακτύλȣς ἀδιαρθρωτό-	Ζιβ10. 503a4. ἐλέφας τὰ περὶ τȣ̀ς δακτύλȣς ἀδιαρθρωτό-
mark	page-021-R	_153857dd-b546-4954-b297-ca06386d0e0f	22	1	ὑ→ὐ	ἀδικία ȣ̓κ ἔστι πρὸς αὑτόν, πρὸς τὰ αὑτȣ ἁπλῶς Ηε10. 1134	ἀδικία ȣ̓κ ἔστι πρὸς αὑτόν, πρὸς τὰ αὐτȣ ἁπλῶς Ηε10. 1134
mark	page-021-R	_3f3a2b3f-63bf-4d96-bbda-2d790dcff72e	41	1	∅→͂	χειν ἢ μή, ἄνευ τȣ καθόλȣ ἢ κατὰ μέρος, dist καθόλȣ, ἐν	χειν ἢ μή, ἄνευ τȣ͂ καθόλȣ ἢ κατὰ μέρος, dist καθόλȣ, ἐν
mark	page-021-R	_b671e40f-d3d8-4d67-994c-0420182e06d2	44	1	∅→͂	28b28. 7. 29a28. δεικτέον ἐκ τȣ ἀδιορίστȣ Αα5. 27b20	28b28. 7. 29a28. δεικτέον ἐκ τȣ͂ ἀδιορίστȣ Αα5. 27b20
mark	page-022-L	_b46eaee1-7ae3-4a4c-ad29-ef0e70ad12db	31	1	ϊ→ι	Κάϊκον Μυσίας κέκληται ἀπὸ Ἀδραμύτȣ κτιστȣ͂ f 507. 1561	Κάικον Μυσίας κέκληται ἀπὸ Ἀδραμύτȣ κτιστȣ͂ f 507. 1561
mark	page-022-L	_6c2feab2-2b71-4419-baad-9263127c3df7	42	1	ἀ→ἁ	ἀδρότερον τὸ ᾠόν Ζιζ2. 559b11. ἄλφιτα ἀδρά πκα26. 929	ἀδρότερον τὸ ᾠόν Ζιζ2. 559b11. ἄλφιτα ἁδρά πκα26. 929
mark	page-023-L	_9f929047-eadf-4ffe-991e-5547a882c921	31	1	ι→ί	φησὶ (Plato) τὸν ȣ̓ρανὸν γενέσθαι μέν, ȣ̓ μὴν ἀλλ' ἔσεσθαι	φησὶ (Plato) τὸν ȣ̓ρανὸν γενέσθαι μέν, ȣ̓ μὴν ἀλλ' ἔσεσθαί
mark	page-023-L	_45977250-1cda-4da7-8281-244bcdd63cdb	32	1	∅→͂	γε τὸν ἀεὶ χρόνον Οα10. 280a31. τȣ ἀεὶ ϗ̀ ἀπείρȣ ȣ̓κ εἶναι	γε τὸν ἀεὶ χρόνον Οα10. 280a31. τȣ͂ ἀεὶ ϗ̀ ἀπείρȣ ȣ̓κ εἶναι
mark	page-023-L	_3c7dfccc-377e-4e9c-91ea-dcd9794569e5	38	2	∅→͂ ∅→͂	Γβ11. 337b35. Με2. 1026b27. ἵνα τȣ ἀεὶ ϗ̀ τȣ θείȣ με-	Γβ11. 337b35. Με2. 1026b27. ἵνα τȣ͂ ἀεὶ ϗ̀ τȣ͂ θείȣ με-
mark	page-023-R	_c91fc66a-0394-4df9-87f2-083a0bd04da8	18	1	∅→́	ἀερώδης. ὑπὸ τῆς τȣ͂ πλεύμονος κινήσεως ȣ̓σης ἀερώδȣς ϗ̀	ἀερώδης. ὑπὸ τῆς τȣ͂ πλεύμονος κινήσεως ȣ̓́σης ἀερώδȣς ϗ̀
mark	page-023-R	_f6785efd-1bb5-4216-a96d-8ec8f98aaaa6	26	1	́→∅	κνόπτερος (ὀρειπέλαργος, ὑπάετος), ἁλιάετος, οἱ καλȣ́μενοι γνή-	κνόπτερος (ὀρειπέλαργος, ὑπάετος), ἁλιάετος, οἱ καλȣμενοι γνή-
mark	page-023-R	_ef75e99d-be77-493b-afa2-e8f62435a161	37	1	́→∅	Ζιζ6. 563a17, 27. πῶς τρέφει τȣ̀ς νεοττȣ́ς Ζιζ6. 563a17,	Ζιζ6. 563a17, 27. πῶς τρέφει τȣ̀ς νεοττȣς Ζιζ6. 563a17,
mark	page-024-L	_96cb42b6-1556-4ebe-86da-91edd3449bfe	9	1	η→ῃ	331a5. τὸ μὲν ὕδωρ ὕλη ἀέρος, ὁ δ' ἀὴρ οἷον ἐνέργειά τις	331a5. τὸ μὲν ὕδωρ ὕλῃ ἀέρος, ὁ δ' ἀὴρ οἷον ἐνέργειά τις
mark	page-024-L	_d068f219-0b56-4ec1-b8d5-2280c389895a	34	1	ἡ→ἢ	χρᾶς ϗ̀ πολλῆς ἀτμίδος μβ8. 367a34. πᾶσα ἡ γεώδης ἀτμὶς	χρᾶς ϗ̀ πολλῆς ἀτμίδος μβ8. 367a34. πᾶσα ἢ γεώδης ἀτμὶς
mark	page-024-L	_d2e5c448-a281-445e-abf5-e575dbbab730	59	1	́→∅	ἀίδιος Οβ3. 286a9, dist ζωὴ ἀίδιος τδ5. 126b35. βȣ́λησις	ἀίδιος Οβ3. 286a9, dist ζωὴ ἀίδιος τδ5. 126b35. βȣλησις
mark	page-024-R	_643a1ec5-bcd6-4b51-b732-b91b01aec170	5	1	ΐ→ί	ὁ ποιητικὸς νȣς ἀθάνατον ϗ̀ ἀΐδιον ψγ5. 430a23. ψυχὴ βελ-	ὁ ποιητικὸς νȣς ἀθάνατον ϗ̀ ἀίδιον ψγ5. 430a23. ψυχὴ βελ-
mark	page-024-R	_34279a5b-6059-4e8d-9a30-ee1ffe39563c	28	1	ἰ→ἱ	f 402. 1545a31. ἱερὰ τῆς Ἀθηνᾶς Ἑλληνίας (Εἰλενίας coni	f 402. 1545a31. ἱερὰ τῆς Ἀθηνᾶς Ἑλληνίας (Εἱλενίας coni
mark	page-024-R	_48a53eaf-c76e-491c-a1f7-48fbca35142d	29	1	ί→ΐ	Osann) θ108. 840a28, 34, Ἀχαίας θ109. 840b2.— Ἀθη-	Osann) θ108. 840a28, 34, Ἀχαΐας θ109. 840b2.— Ἀθη-
mark	page-024-R	_b98e3150-c390-49d1-9929-47fe8dc1bba9	56	1	Ὁ→Ο	a40. 372. 1540a27. 380. 1541b3. 386. 1542b2. Ἀ. Ὁ-	a40. 372. 1540a27. 380. 1541b3. 386. 1542b2. Ἀ. Ο-
mark	page-024-R	_67354a32-4170-4e03-80c0-34a1a25aa725	58	1	∅→͂	— Ἀ. καλȣσι δήμȣς, πράττειν, οἱ Πελοποννήσιοι κώμας, δρᾶν	— Ἀ. καλȣ͂σι δήμȣς, πράττειν, οἱ Πελοποννήσιοι κώμας, δρᾶν
mark	page-025-L	_92cd2720-8626-4fdb-8fdf-7dc7c4b1fb9f	8	1	∅→͂	ἄθλαστος. περὶ τȣ ἀθλάστȣ μδ8. 385a15. 9. 386a17-26.	ἄθλαστος. περὶ τȣ͂ ἀθλάστȣ μδ8. 385a15. 9. 386a17-26.
mark	page-025-L	_b0eb4946-be5b-4fd9-aeb2-af7e50c0bdc3	14	1	∅→̀	η4. 887b22. α28. 862b21. — αὐτȣς ἀθλητὰς τῶν ἔργων	η4. 887b22. α28. 862b21. — αὐτȣ̀ς ἀθλητὰς τῶν ἔργων
mark	page-025-L	_fc293135-2754-49ef-a1ff-8fba2be2279b	29	1	∅→͂	πιστὸν ȣ̓κ ἐκ τῶν φαινομένων ἀθρȣσιν, ἀλλὰ μᾶλλον ἐκ τῶν	πιστὸν ȣ̓κ ἐκ τῶν φαινομένων ἀθρȣ͂σιν, ἀλλὰ μᾶλλον ἐκ τῶν
mark	page-025-R	_e481b53d-13d0-4cb3-b547-9444cb14bf68	34	2	∅→͂ ∅→ 	1455b34. — Αἴας ὁ Ὀιλέως, ἐπιτάφιον ἐπ᾽ αὐτȣ f596	1455b34. — Αἴας ὁ Ὀιλέως, ἐπιτάφιον ἐπ᾽ αὐτȣ͂ f 596
mark	page-025-R	_e80bc019-1cf8-4362-8f16-c0fbc18cfffe	49	1	η→ῃ	a8. αἰγιθαλῶν εἴδη τρία Ζιθ3. 592b17-21 (parus C S St K	a8. αἰγιθαλῶν εἴδῃ τρία Ζιθ3. 592b17-21 (parus C S St K
mark	page-026-L	_d0a24183-4a6e-43a1-acd9-cc2ed4d74b7c	45	1	∅→̀	292a8. μα6. 343b10, 28. ὃ τȣς ἀφισταμένȣς Α. ἀποκρί-	292a8. μα6. 343b10, 28. ὃ τȣ̀ς ἀφισταμένȣς Α. ἀποκρί-
mark	page-026-L	_faf4d7f5-df4a-4add-9c22-3507fe5fc2a7	61	2	ά→α η→ὴ	κατάπληξ ὁ πάντα αἰδȣμενος Ηβ7. 1108a34. κόρη αἰδε-	καταπλὴξ ὁ πάντα αἰδȣμενος Ηβ7. 1108a34. κόρη αἰδε-
mark	page-027-R	_deadf037-646a-4e6e-8046-722e88c91e34	27	1	ο→ὸ	αἴθρη ἀνέφελος (Hom ζ44) κ6. 400a13.	αἴθρη ἀνέφελὸς (Hom ζ44) κ6. 400a13.
mark	page-028-L	_07fc1dc2-7f4a-49c8-bdf7-7528240b37f4	4	1	ü→u	ὑδάτων ἔκρυσις χ5. 796a15, cf Prantl, Arist über d Farben	ὑδάτων ἔκρυσις χ5. 796a15, cf Prantl, Arist uber d Farben
mark	page-028-L	_5cc6dcdc-9262-40e0-b166-66d0529d0266	7	1	́→∅	cari ci J B Meyer). ἀναγκαῖον ἢ ἔχειν αἷμα ἢ τὸ τȣ́τῳ τὴν	cari ci J B Meyer). ἀναγκαῖον ἢ ἔχειν αἷμα ἢ τὸ τȣτῳ τὴν
mark	page-028-L	_12602f5c-41b4-42a5-b8f6-b92048397492	26	1	η→ῃ	λοθεν (sanguinis circuitus ignotus Aristoteli)· αὕτη γάρ ἐστιν	λοθεν (sanguinis circuitus ignotus Aristoteli)· αὕτῃ γάρ ἐστιν
mark	page-028-L	_314e16b5-f94e-4dcb-9557-872875d05e55	27	1	∅→͂	ἀρχὴ ϗ̀ πηγὴ τȣ αἵματος ἢ ὑποδοχὴ πρώτη Ζμγ4. 666a1-	ἀρχὴ ϗ̀ πηγὴ τȣ͂ αἵματος ἢ ὑποδοχὴ πρώτη Ζμγ4. 666a1-
mark	page-029-L	_2aafccc4-6347-47f5-a369-6c0d2819aeb0	7	1	ῶ→ῷ	τὸ χρῶζον ἡμῶν τὰ σώματα φυσικῶς πλη9. 967b17. ἕλκειν,	τὸ χρῷζον ἡμῶν τὰ σώματα φυσικῶς πλη9. 967b17. ἕλκειν,
mark	page-029-L	_043b4ecc-956a-4e36-bfaf-1c6d39888ad7	28	1	ὴ→ή	Ζγγ11. 762b26. εὐπεψία αἱματικὴ Ζμγ9. 672a4. ἶνες αἱ-	Ζγγ11. 762b26. εὐπεψία αἱματική Ζμγ9. 672a4. ἶνες αἱ-
mark	page-029-R	_395f7d2e-0b68-4dda-86a9-18cf1ba05b58	2	1	ΐ→ῖ	δὲ φυσικὴ Ζγα20. 728a23. νενοσηκότος αἵματος αἱμορροΐς	δὲ φυσικὴ Ζγα20. 728a23. νενοσηκότος αἵματος αἱμορροῖς
mark	page-029-R	_ef440b58-3a34-4c23-abb7-c760acee872d	5	1	́→∅	συμβαίνῃ τȣ́των, τὰ καταμήνια χείρω Ζιγ19. 521a29. cf η11.	συμβαίνῃ τȣτων, τὰ καταμήνια χείρω Ζιγ19. 521a29. cf η11.
mark	page-029-R	_0baaf287-b738-4a4d-9935-824c81e155d0	20	3	∅→͂ υ→ύ ά→α	εὐδοκιμȣν Ργ2. 1405b1. νέων ἀνδρῶν αἴνιγμα φυλάξαι (apud	εὐδοκιμȣ͂ν Ργ2. 1405b1. νέων ἀνδρῶν αἴνιγμα φύλαξαι (apud
mark	page-029-R	_8693160d-c6bd-4bac-9adb-a3db35efcfcd	34	1	ὶ→ί	codd ὄρυγγος, κρύγγος), οἷον θρὶξ Ζιι3. 610b29. ἀντὶ ὀνύχων	codd ὄρυγγος, κρύγγος), οἷον θρίξ Ζιι3. 610b29. ἀντὶ ὀνύχων
mark	page-029-R	_eb17fc92-9abd-4a6a-a136-a66fb7f20ee7	50	1	∅→͂	ποηφάγοι, πῶς τὴν νομὴν ποιȣνται Ζιθ10. 596a13. φυσιω-	ποηφάγοι, πῶς τὴν νομὴν ποιȣ͂νται Ζιθ10. 596a13. φυσιω-
mark	page-030-L	_3592047d-deef-432a-b079-14b44acd361f	9	2	ῃ→η ∅→ 	Κρήτῃ· ἐν Λιβύῃ ȣ̓κ ἔστιν αἲξ ἄγριος Ζιι6. 612a3. θ28.606a7.	Κρήτῃ· ἐν Λιβύη ȣ̓κ ἔστιν αἲξ ἄγριος Ζιι6. 612a3. θ28. 606a7.
mark	page-030-L	_beefefda-8b6e-4342-bcb1-f56636bceaf4	50	1	ὐ→ὑ	εἰ μὴ πάντα δι' ἕτερον αἱρȣ́μεθα, syn δι' αὐτὸ βȣλόμεθα	εἰ μὴ πάντα δι' ἕτερον αἱρȣ́μεθα, syn δι' αὑτὸ βȣλόμεθα
mark	page-030-R	_de9ae46f-223b-4cf5-a801-f8eda623c594	24	1	ὑ→ὐ	a35. αἱρετὸν μὲν τὸ ἁπλῶς ἀγαθόν, αὑτῷ δὲ τὸ αὑτῷ (l	a35. αἱρετὸν μὲν τὸ ἁπλῶς ἀγαθόν, αὐτῷ δὲ τὸ αὑτῷ (l
mark	page-030-R	_0927fc8f-c871-4469-9665-b9930ebad0f3	25	1	ὑ→ὐ	αὑτῷ) ἀγαθόν ηεη2. 1237a1. αἱρεταὶ καθ' αὑτὰς σοφία ϗ̀	αὐτῷ) ἀγαθόν ηεη2. 1237a1. αἱρεταὶ καθ' αὑτὰς σοφία ϗ̀
mark	page-031-L	_d96b1475-9503-4c9a-9d7a-5006bcc35656	33	1	ῷ→ῶ	ζῷα διὰ τὸν ἐγκέφαλον ζ3. 469a22. Ζγε3. 783b31. τὸ	ζῶα διὰ τὸν ἐγκέφαλον ζ3. 469a22. Ζγε3. 783b31. τὸ
mark	page-031-R	_eaee22de-e0a6-449c-b673-4f81e758c7ec	30	1	͂→∅	τȣ͂ ἐν τῇ ἐνεργείᾳ αἰσθήματος εν3. 461b22. τὰ φαντά-	τȣ ἐν τῇ ἐνεργείᾳ αἰσθήματος εν3. 461b22. τὰ φαντά-
mark	page-032-L	_1f60f901-6275-481e-9d44-f87927d6e9f3	1	1	́→∅	ἐνεργȣ́σης Ηκ4. 1174b14. ȣ̓ μόνον πάσχει αλλα ϗ̀ ἀντι-	ἐνεργȣσης Ηκ4. 1174b14. ȣ̓ μόνον πάσχει αλλα ϗ̀ ἀντι-
mark	page-032-L	_62a5fe6f-56ca-49fb-a3da-e3b484f0056e	50	1	η→ῃ	πᾶσι τοῖς ζῴοις ὑπάρχει κοινὴ ἡ ἀναγκαιοτάτη αἴσθησις, ἁφή	πᾶσι τοῖς ζῴοις ὑπάρχει κοινὴ ἡ ἀναγκαιοτάτῃ αἴσθησις, ἁφή
mark	page-033-L	_28b14934-be7d-4e7a-8f75-e5fe683c2beb	14	1	∅→͂	τῷ κινεῖσθαι τὸ μεταξὺ τῆς αἰσθήσεως ὑπὸ τȣ αἰσθητȣ γί-	τῷ κινεῖσθαι τὸ μεταξὺ τῆς αἰσθήσεως ὑπὸ τȣ͂ αἰσθητȣ γί-
mark	page-033-L	_d9c383c5-ea0e-4642-b01a-04eee0feb869	24	1	∅→͂	sensibus percipiuntur. ὁ ὁποιανȣν εὑρὼν τέχνην παρὰ τὰς	sensibus percipiuntur. ὁ ὁποιανȣ͂ν εὑρὼν τέχνην παρὰ τὰς
mark	page-033-L	_8078d4e5-b07f-4a5a-8ad8-96ac1fb56ba8	26	1	∅→͂	λȣθȣσαι αἰσθήσεις τῇ ποιητικῇ πο15. 1454b17 (Bernays	λȣθȣ͂σαι αἰσθήσεις τῇ ποιητικῇ πο15. 1454b17 (Bernays
mark	page-033-L	_7e7d5dc7-1dd9-4b2d-95c0-01c4a59bee62	33	1	ἀ→ἁ	ἀπτόμενον τȣ αἰσθητηρίȣ ποιεῖ τὴν αἴσθησιν ψβ7. 419a26,	ἁπτόμενον τȣ αἰσθητηρίȣ ποιεῖ τὴν αἴσθησιν ψβ7. 419a26,
mark	page-034-L	_0fb34111-d0c7-420a-bd6f-698632a390e8	27	1	∅→̀	νονται ϗ̀ πρὸς ποίȣς ϗ̀ πῶς ἔχοντες Ρβ6. ȣ̓δεὶς ταὐτὰ τȣς	νονται ϗ̀ πρὸς ποίȣς ϗ̀ πῶς ἔχοντες Ρβ6. ȣ̓δεὶς ταὐτὰ τȣ̀ς
mark	page-034-R	_39bbc331-9412-4ec2-992c-4103ef039ec8	6	1	η→ῃ	opp ἀνάγκη Αδ13. 97a21. coni ὑπόθεσις, πρότασις Αγ25.	opp ἀνάγκῃ Αδ13. 97a21. coni ὑπόθεσις, πρότασις Αγ25.
mark	page-034-R	_1f66d7ba-0e45-4157-9d3c-e7e9a6b5b5d5	32	1	ἔ→ἐ	ἔστι, τὸ τί ἦν εἶναι, ἡ ȣ̓σία ϗ̀ τὸ τί ἦν εἶναι, ὁ λόγος ὁ τȣ͂ τί ἦν	ἐστι, τὸ τί ἦν εἶναι, ἡ ȣ̓σία ϗ̀ τὸ τί ἦν εἶναι, ὁ λόγος ὁ τȣ͂ τί ἦν
mark	page-035-L	_53fcf14d-5313-4d9b-ab16-e7d8f971e8d5	42	1	ι→ί	αἰτιατέον τὴν τῶν ἀεὶ κινȣμένων δύναμιν μα2. 339a32.	αἰτίατέον τὴν τῶν ἀεὶ κινȣμένων δύναμιν μα2. 339a32.
mark	page-035-L	_7734a219-a234-4af3-ae91-7d68da5ace2e	44	1	∅→͂	ȣ̔ αἴτιον τὸ αἴτιον Φβ3. 195b7. Μδ2. 1014a10). αἰτιατὸν ϗ̀	ȣ̔͂ αἴτιον τὸ αἴτιον Φβ3. 195b7. Μδ2. 1014a10). αἰτιατὸν ϗ̀
mark	page-035-R	_84d90f8e-b3d4-4d0a-b63a-c09516f0d5f1	29	1	η→ῃ	a36. γένη τῶν ἀκαληφῶν ἐστὶ δύο Ζιδ6. 531b10. Ἀριστο-	a36. γένῃ τῶν ἀκαληφῶν ἐστὶ δύο Ζιδ6. 531b10. Ἀριστο-
mark	page-036-R	_fe3ae3d7-9344-4206-850d-9d937a20643c	47	1	́→∅	ἢ Φε4. 228b3. ᾧ ἡ κίνησις ὑπάρχει, τȣ́τῳ ἡ ἀκινησία ἠρε-	ἢ Φε4. 228b3. ᾧ ἡ κίνησις ὑπάρχει, τȣτῳ ἡ ἀκινησία ἠρε-
mark	page-037-R	_5811f8a7-bec4-44e0-95ca-b43a2a7cedbf	23	1	ἔ→ἕ	ἡ ἀκοὴ λόγος τις, διὰ τȣ͂το φθείρει ἔκαστον ὑπερβάλλον τὴν	ἡ ἀκοὴ λόγος τις, διὰ τȣ͂το φθείρει ἕκαστον ὑπερβάλλον τὴν
mark	page-037-R	_265d3e27-4bc0-47c2-82c2-cbff9c493727	33	1	ὐ→ὑ	αὐτήν, πρὸς δὲ νῦν ϗ̀ κατὰ συμβεβηκὸς ἡ ἀκοὴ πλεῖστον	αὑτήν, πρὸς δὲ νῦν ϗ̀ κατὰ συμβεβηκὸς ἡ ἀκοὴ πλεῖστον
mark	page-038-L	_2e3a0d83-869c-4942-91c0-6dde76b7d748	15	1	ί→ι	ὁρμῇ τῆς ἀρχῆς μβ8. 366a7. cf γ1. 370b14. οἱ νέοι οἷοί	ὁρμῇ τῆς ἀρχῆς μβ8. 366a7. cf γ1. 370b14. οἱ νέοι οἷοι
mark	page-038-L	_93b699dd-0e13-401e-94c9-d3bd32608e27	23	1	ῳ→ω	οἰόμεθα ἀκολȣθεῖν Ηζ12. 1143b8. ἡ ἐποποιία τῇ τραγῳδίᾳ	οἰόμεθα ἀκολȣθεῖν Ηζ12. 1143b8. ἡ ἐποποιία τῇ τραγωδίᾳ
mark	page-038-L	_61d04574-3a38-4c42-80d7-e52485efe4a2	28	2	ὐ→ὕ ὴ→ῃ	γένεσις ἀκολȣθεῖ ϗ̀ ταύτης ἕνεκά ἐστιν, ȣ̓χ αὐτὴ τῇ γενέσει	γένεσις ἀκολȣθεῖ ϗ̀ ταύτης ἕνεκά ἐστιν, ȣ̓χ αὕτῃ τῇ γενέσει
mark	page-038-L	_6219bb39-b931-4c04-ab1d-d4f16db3bed7	31	1	∅→͂	777b35. ἐκ τȣ͂ ἀκολȣθȣντος προτρέπειν ἢ ἀποτρέπειν Ρβ23.	777b35. ἐκ τȣ͂ ἀκολȣθȣ͂ντος προτρέπειν ἢ ἀποτρέπειν Ρβ23.
mark	page-038-L	_e581cee8-09e9-4459-9c65-0f0fada15efe	37	1	∅→͂	τῷ ζῴῳ γίνεσθαι τȣτο τὸ μόριον Ζγδ1. 764a28. ἀκολȣθεῖν	τῷ ζῴῳ γίνεσθαι τȣ͂το τὸ μόριον Ζγδ1. 764a28. ἀκολȣθεῖν
mark	page-038-L	_775f6869-8f04-420a-83b3-a6e3eb8a8aa2	46	1	́→∅	τȣ́τοις (τῷ φαύλῳ ϗ̀ τῷ σπȣδαίῳ) ἀκολȣθεῖ μόνοις· κακία	τȣτοις (τῷ φαύλῳ ϗ̀ τῷ σπȣδαίῳ) ἀκολȣθεῖ μόνοις· κακία
mark	page-038-L	_f097f4d1-de21-49a1-a66e-34bd784636c1	52	1	́→∅	νομένοις, dist προιȣ́σης τῆς ἡλικίας γίνεσθαι Ζγε1. 778a27.	νομένοις, dist προιȣσης τῆς ἡλικίας γίνεσθαι Ζγε1. 778a27.
mark	page-038-L	_54388aa2-ce0f-4b4b-a728-b2340f157e11	57	1	∅→͂	a29. τὰ ἀκολȣθȣντα (sc ταῖς αἰσθήσεσι) ϗ̀ κοινά, οἷον κίνησις	a29. τὰ ἀκολȣθȣ͂ντα (sc ταῖς αἰσθήσεσι) ϗ̀ κοινά, οἷον κίνησις
mark	page-038-R	_7d9da549-ead8-480f-8e72-2fa01e948c78	14	1	ἐ→ἑ	ἀκολȣθήσεις ε13. 22a14. ἡ τῶν ἐπομένων ἀκολȣθησις τι28.	ἀκολȣθήσεις ε13. 22a14. ἡ τῶν ἑπομένων ἀκολȣθησις τι28.
mark	page-039-L	_d0094fba-b9c0-4ef4-8730-63c9e2949251	1	1	́→∅	μᾶλλον ἑνὸς ἀκȣ́οντες συνίεμεν ἢ πολλῶν ἅμα ταὐτὰ λε-	μᾶλλον ἑνὸς ἀκȣοντες συνίεμεν ἢ πολλῶν ἅμα ταὐτὰ λε-
