column	line	token	tier	sanctioned	evidence	context
page-079-R	60	Antiphon	unknown		Antiphon is nowhere in the p.11/p.12 key · the only site in the corpus	Ἀντιφῶν orator ηεγ5. 1232b7. Antiphon Rhamnusius f131.
page-079-R	60	Rhamnusius	unknown		Rhamnusius is nowhere in the p.11/p.12 key · the only site in the corpus	Ἀντιφῶν orator ηεγ5. 1232b7. Antiphon Rhamnusius f131.
page-080-L	5	Bojesen	unknown		Bojesen is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Bojesen. 7. 918a7. 17. 918b34 (ante πέντε adde ἐν τῷ διὰ
page-080-L	13	Pythag	unknown		Pythag is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	ἀντίχθων (Pythag) ΜΑ5. 986a12. Οβ13. 293a24, b20.
page-080-L	19	Auber	unknown		Auber is nowhere in the p.11/p.12 key · the only site in the corpus	ἀντλίας Ζιι40. 624b34 (δι’ ἀντλίας? cf Auber ad h l, διαν-
page-080-L	20	Pikkolos	unknown		Pikkolos is nowhere in the p.11/p.12 key · the only site in the corpus	ταίως ci Pikkolos).
page-080-L	41	Lob	unknown		Lob is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἀνυπόδητος cf Lob Phryn 445).
page-080-L	41	Phryn	unknown		Phryn is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἀνυπόδητος cf Lob Phryn 445).
page-080-L	43	Plat	unknown		Plat is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	ἀνυπόδητος ὁ ἄνθρωπος ϗ̀ γυμνός (Plat Prot 321 C) Ζμδ10.
page-080-L	43	Prot	unknown		Prot is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἀνυπόδητος ὁ ἄνθρωπος ϗ̀ γυμνός (Plat Prot 321 C) Ζμδ10.
page-080-R	3	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	ψβ7. 418b9, 12 (Trdlbg p 373). τὸ ἄνω ϗ̀ μέχρι σελήνης
page-080-R	12	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	ἀρχικωτέρα ψγ11. 414a15 Trdlbg). ὁ ἄνω τόπος μα3. 339
page-080-R	26	Pythag	unknown		Pythag is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	(Pythag τὸ δεξιὸν ϗ̀ ἄνω ϗ̀ ἔμπροσθεν ἀγαθὸν ἐκάλȣν f 195.
page-081-L	3	Meliss	unknown		Meliss is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	a35. τὸ ἓν ἀνώδυνον ϗ̀ ἀνάλγητον (Meliss) ξ1. 974a19.
page-081-L	12	Kr	unknown		Kr is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Ηζ13. 1144a12. — inde per attractionem quandam (Krü-
page-081-L	13	Gr	unknown		Gr is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ger gr Gr § 50, 8, 14) ἄνωθεν significat i q supra. ἡ θερ-
page-081-L	28	Anaximand	unknown		Anaximand is nowhere in the p.11/p.12 key · the only site in the corpus	ἀνώλεθρος. ἀθάνατον ϗ̀ ἀνώλεθρον (Anaximand fr 1) Φγ4.
page-081-L	43	Ac	unknown		Ac is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	λίσθαι Spgl, ὁμαλισθῆναι secutus vestigia codd Ac Vhl Rhet
page-081-L	43	Rhet	unknown		Rhet is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	λίσθαι Spgl, ὁμαλισθῆναι secutus vestigia codd Ac Vhl Rhet
page-081-R	1	Eur	unknown		Eur is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	ἀνώμοτος φρὴν (Eur Hipp 612) Ργ15. 1416a31.
page-081-R	1	Hipp	unknown		Hipp is nowhere in the p.11/p.12 key · the only site in the corpus	ἀνώμοτος φρὴν (Eur Hipp 612) Ργ15. 1416a31.
page-081-R	3	Arist	unknown		Arist is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	usitatum Arist, ubi generis alicuius non exstat unum quo
page-081-R	26	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	16b14). — (Trdlbg de an p 378. Vhl Poet I 39).
page-081-R	26	Poet	unknown		Poet is nowhere in the p.11/p.12 key · 14 sites in the corpus, all spelt this way	16b14). — (Trdlbg de an p 378. Vhl Poet I 39).
page-081-R	32	Hesiod	unknown		Hesiod is nowhere in the p.11/p.12 key · the only site in the corpus	ἄξεινος (Hesiod ε715) Ηι10. 1170b22.
page-082-L	20	Theodect	unknown		Theodect is nowhere in the p.11/p.12 key · the only site in the corpus	ἀξιώσειεν λάτριν (Theodect fr 3) Πα6. 1255a38. — 2. po-
page-082-L	44	Zell	unknown		Zell is nowhere in the p.11/p.12 key · the only site in the corpus	1117a24 Zell. τȣ͂το στάσεως αἴτιον ϗ̀ παρὰ τοῖς μηδὲν
page-082-R	19	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀοιδός (Hom ρ335. ι7) Πθ3. 1338a26, 30. πολλὰ ψεύδονται
page-082-R	26	Vict	unknown		Vict is nowhere in the p.11/p.12 key · the only site in the corpus	(Vhl e ci Vict, οἴνȣ Bk) πο21. 1457b32.
page-082-R	27	Alcaei	unknown		Alcaei is nowhere in the p.11/p.12 key · the only site in the corpus	ἀολλέες (Alcaei fr 37) Πγ14. 1285b1.
page-082-R	33	Anaxag	unknown		Anaxag is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	cf Ζγβ2. 736a16. ἐξ ἀοράτων ὁμοιομερῶν πάντων (Anaxag)
page-083-L	19	Philippson	unknown		Philippson is nowhere in the p.11/p.12 key · the only site in the corpus	ἀορτή, praecipue i q nunc aorta (cf Philippson ὕλη ἀνθρω-
page-083-L	20	Thielemann	unknown		Thielemann is nowhere in the p.11/p.12 key · the only site in the corpus	πίνη p 28, Thielemann veterum opin de sanguinis motu
page-083-R	2	Aristotelem	unknown		Aristotelem is nowhere in the p.11/p.12 key · the only site in the corpus	futant AΖι et Ka; Aristotelem arterias iliacas earumque ramos
page-083-R	51	Archil	unknown		Archil is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	ἀπάγχεσθαι πζ5. 886.b13. λ1. 955a8, 9. ἀπάγχεο (Archil
page-084-R	2	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀπαΐσσειν. ἀπαΐξῃ (Emped 348) αν7. 473b14.
page-084-R	14	Ctes	unknown		Ctes is nowhere in the p.11/p.12 key · the only site in the corpus	ἀπακοντίζειν τὰς ἀποφυάδας (Ctes fr 64) Ζιβ1. 501a32.
page-084-R	23	Mullach	unknown		Mullach is nowhere in the p.11/p.12 key · the only site in the corpus	ἀπάλλαξις (ἐπάλλαξις ci Mullach, v h v) ξ1. 974a26.
page-084-R	38	V	unknown		V is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	(? Bz Ar St V 47) τῶν παθημάτων ηεβ2. 1220b11.
page-084-R	46	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀπάνευθε μάχης (Hom Β 391) Ηγ11. 1116a35. Πγ14.
page-084-R	49	Plat	unknown		Plat is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	Ργ10. 1410b15. metaph οἱ ἀπανθήσαντες (resp Plat Rep
page-084-R	49	Rep	unknown		Rep is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Ργ10. 1410b15. metaph οἱ ἀπανθήσαντες (resp Plat Rep
page-084-R	50	X	unknown		X is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	X 601B) Ργ4. 1406b37.
page-085-L	42	Capp	unknown		Capp is nowhere in the p.11/p.12 key · the only site in the corpus	τήσας τὸ βάρος (καίαρ Capp Bus) μχ12. 852b1. ῥινᾶν τὰς
page-085-L	42	Bus	unknown		Bus is nowhere in the p.11/p.12 key · the only site in the corpus	τήσας τὸ βάρος (καίαρ Capp Bus) μχ12. 852b1. ῥινᾶν τὰς
page-085-R	59	Pyth	unknown		Pyth is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἕνεκα τοῖς ἐν ταρτάρῳ (Pyth) Αδ11. 94b33. ἀπειλὴ (Ἡφαί-
page-085-R	60	Ideler	unknown		Ideler is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	στȣ), ψόφος ἔν τῇ φλογὶ γινόμενος μβ9. 369a32 Ideler.
page-086-L	16	Anaxag	unknown		Anaxag is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	ἀπειρία (Anaxag) ΜΑ7. 988a28. — τὸ τὸν πάντα χρόνον
page-086-L	50	Torstrik	unknown		Torstrik is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	ἐπὶ τὴν αὔξησιν Φγ5. 204b3 (ἐπὶ Torstrik e codd, περὶ Bk),
page-086-L	59	Pythagorei	unknown		Pythagorei is nowhere in the p.11/p.12 key · the only site in the corpus	τινες ὡς ἀρχὴν ϗ̀ ȣ̓σίαν (Pythagorei, Plato) Φγ4. 203a5,
page-086-L	59	Plato	unknown		Plato is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	τινες ὡς ἀρχὴν ϗ̀ ȣ̓σίαν (Pythagorei, Plato) Φγ4. 203a5,
page-086-R	59	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀπείρων. ἀπείρονα γῆς βάθη (Emped 237) Οβ13. 294a25.
page-087-R	27	Ideler	unknown		Ideler is nowhere in the p.11/p.12 key · 8 sites in the corpus, all spelt this way	μδ3. 381a13, Ideler II 435. ἀπεψία τις ϗ̀ ἡ μόλυνσίς
page-088-L	23	Pirus	unknown		Pirus is nowhere in the p.11/p.12 key · the only site in the corpus	σμέναι f 251. 1524b28, 32. (Pirus communis L.)
page-088-L	23	L	unknown		L is nowhere in the p.11/p.12 key · 23 sites in the corpus, all spelt this way	σμέναι f 251. 1524b28, 32. (Pirus communis L.)
page-088-L	45	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἄπλετος (Emped 439) Ρα13. 1373b17. ἄπλετον πλῆθος
page-089-L	60	Bernays	unknown		Bernays is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Μμ1. 1076a27 (Bernays Dial p 150). τὸ ὂν τὸ ἁπλῶς
page-089-L	60	Dial	unknown		Dial is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Μμ1. 1076a27 (Bernays Dial p 150). τὸ ὂν τὸ ἁπλῶς
page-089-R	15	Cf	unknown		Cf is nowhere in the p.11/p.12 key · the only site in the corpus	σαφέστερον διορίσαι ημα4. 1185a39. Cf eam formulam ὡς
page-089-R	29	Schmidt	unknown		Schmidt is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	p 669 n 3, spongiarum genus sarcotragus Schmidt die
page-089-R	30	Spongien	unknown		Spongien is nowhere in the p.11/p.12 key · the only site in the corpus	Spongien des adriat Meeres p 2, 35, cf AΖι I 183 n 24.)
page-089-R	30	Meeres	unknown		Meeres is nowhere in the p.11/p.12 key · the only site in the corpus	Spongien des adriat Meeres p 2, 35, cf AΖι I 183 n 24.)
page-090-L	15	Simpl	unknown		Simpl is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	1262b40. (ἡ γῆ ȣ̓ φέρεται, εἰργμένη μέντοι ἀπὸ ⟨? Simpl
page-091-L	34	Herod	unknown		Herod is nowhere in the p.11/p.12 key · the only site in the corpus	ἀπόδειξις. ἱστορίης ἀπόδειξις (Herod I 1) Ργ9. 1409a28. —
page-091-L	39	Analyticis	unknown		Analyticis is nowhere in the p.11/p.12 key · the only site in the corpus	in Analyticis Αα1. 24a11. ἀπόδειξις, κατ’ ἀλήθειαν, opp
page-092-L	10	Aeschyl	unknown		Aeschyl is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	ἀποδηλȣ͂ν. trans ἀποδηλώσας (Aeschyl fr 297, 2) Ζιι49 B.
page-092-L	17	Pythag	unknown		Pythag is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	(Pythag), τȣτέστι μὴ ἔχεσθαι τȣ͂ βίȣ τȣ́τȣ ἀποθνήσκοντα
page-093-L	30	Aeschyl	unknown		Aeschyl is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	ἀποικίζειν. ἀποικίσει (Aeschyl fr 297,10) Ζιι49 B. 633a28.
page-093-L	60	IV	unknown		IV is nowhere in the p.11/p.12 key · 13 sites in the corpus, all spelt this way	bendum ἀποκατάστασις Bz Ar St IV 410).
page-093-R	37	Schndr	unknown		Schndr is nowhere in the p.11/p.12 key · the only site in the corpus	1318b1. — δεῖ ἀποκληρȣ͂ν (i e sorte eiicere, sed cf Schndr)
page-095-L	14	Knebel	unknown		Knebel is nowhere in the p.11/p.12 key · the only site in the corpus	Knebel ad h l). ἐν ταῖς ἀπολαύσεσι, opp ἐν τοῖς ἔργοις Πβ5.
page-095-R	13	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀπολίθωσις. ἡ τȣ͂ δράκοντος ἀπολίθωσις (Hom B 319) f 140.
page-096-R	44	Spengel	unknown		Spengel is nowhere in the p.11/p.12 key · the only site in the corpus	(Spengel Συναγωγή p 88sqq).
page-096-R	55	Nauck	unknown		Nauck is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	1459b7 (cf Nauck fr trg p 195).
page-097-L	12	Sylb	unknown		Sylb is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	Sylb).
page-097-L	21	Aristotelis	unknown		Aristotelis is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	Aristotelis consuetudine τȣ͂ ἀπορεῖν Wz ad Αδ3. 90a38).
page-097-L	45	Fb	unknown		Fb is nowhere in the p.11/p.12 key · the only site in the corpus	cod Fb) ἐπήλθομεν Μμ2. 1077a1. γ2. 1004a34. ἀπόρημα
page-097-R	41	Bojesen	unknown		Bojesen is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Bojesen (διαφθείρεται b34). φωναὶ ἀπερρωγυῖαι ακ804b20.
page-097-R	53	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀπόρροιαι. αἱ ἀπόρροιαι αἱ ἀπὸ τῶν ὁρωμένων (cf Emped
page-098-L	3	IV	unknown		IV is nowhere in the p.11/p.12 key · 13 sites in the corpus, all spelt this way	Bz Ar St IV 402.
page-098-L	46	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀποστεγάζειν. ἀποστεγάσῃ (Emped 356) αν7. 473b22.
page-098-L	48	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἀποστέγειν. ἀπέστεγον (Emped 228) αι2. 438a2. ὑμὴν
page-098-R	53	Trdlbg	spelling	Trdllbg	one letter from Trdllbg, which is in the key; Trdlbg is not · 14 sites in the corpus, all spelt this way	420b8 Trdlbg.
page-099-L	36	Simpl	unknown		Simpl is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	δίδαξις ἐνέργεια, ȣ̓κ ἀποτετμημένη (i e χωριστή, Simpl ad
page-099-R	35	Hom	unknown		Hom is nowhere in the p.11/p.12 key · 38 sites in the corpus, all spelt this way	ἀπȣ́ρας (Hom Β 240) Ρβ2. 1378b32.
page-100-L	27	Rhet	unknown		Rhet is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	hac vi activum ἀποφαίνειν in Rhet ad Alex, plerumque
page-100-L	27	Alex	unknown		Alex is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	hac vi activum ἀποφαίνειν in Rhet ad Alex, plerumque
page-100-L	32	Anax	unknown		Anax is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	corruptos iudicat Spgl Anax Rhet p 141. — med ἀποφαί-
page-100-L	32	Rhet	unknown		Rhet is nowhere in the p.11/p.12 key · 7 sites in the corpus, all spelt this way	corruptos iudicat Spgl Anax Rhet p 141. — med ἀποφαί-
page-100-R	4	Alex	unknown		Alex is nowhere in the p.11/p.12 key · 6 sites in the corpus, all spelt this way	ubi τ. ἀ. καταφάσεων Wz ex Alex). ἡ γνώμη ἀπόφανσις
page-101-L	31	Stud	unknown		Stud is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	κάτω ἀποχωρεῖ (scribendum ὑποχωρεῖ Bz Ar Stud IV 401)
page-101-L	31	IV	unknown		IV is nowhere in the p.11/p.12 key · 13 sites in the corpus, all spelt this way	κάτω ἀποχωρεῖ (scribendum ὑποχωρεῖ Bz Ar Stud IV 401)
page-101-L	55	Eurip	unknown		Eurip is nowhere in the p.11/p.12 key · the only site in the corpus	ἀπραγμόνως (Eurip fr 785) Ηζ 9. 1142a3. ὁ λόγος
page-101-R	5	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἄπρηκτον (Emped 103) ξ2. 975b3.
page-101-R	14	Emped	unknown		Emped is nowhere in the p.11/p.12 key · 27 sites in the corpus, all spelt this way	ἅπτειν λύχνον μα4. 342a4. ἅψας (Emped 222) αι2.437b28.
page-101-R	47	Plat	unknown		Plat is nowhere in the p.11/p.12 key · 10 sites in the corpus, all spelt this way	νίδια ȣ̓χ ἁπτόμενα τȣ͂ βάλλοντος (Plat Rep V 469E) Ργ4.
page-101-R	47	Rep	unknown		Rep is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	νίδια ȣ̓χ ἁπτόμενα τȣ͂ βάλλοντος (Plat Rep V 469E) Ργ4.
page-101-R	47	V	unknown		V is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	νίδια ȣ̓χ ἁπτόμενα τȣ͂ βάλλοντος (Plat Rep V 469E) Ργ4.
page-102-L	49	Lob	unknown		Lob is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Lob Phryn p 9. Göttling ad Ar Pol p 311.
page-102-L	49	Phryn	unknown		Phryn is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Lob Phryn p 9. Göttling ad Ar Pol p 311.
page-102-L	49	Pol	unknown		Pol is nowhere in the p.11/p.12 key · 2 sites in the corpus, all spelt this way	Lob Phryn p 9. Göttling ad Ar Pol p 311.
page-102-L	54	Archil	unknown		Archil is nowhere in the p.11/p.12 key · 3 sites in the corpus, all spelt this way	ἀπώμοτον (Archil fr 76) Ργ17. 1418b30.
page-102-R	1	Aristotelis	unknown		Aristotelis is nowhere in the p.11/p.12 key · 4 sites in the corpus, all spelt this way	1328b20. αι2. 437a28. (in quibus libris Aristotelis sae-
page-102-R	15	Vahlen	unknown		Vahlen is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	negat Vahlen Ar Poet I 43, ac Μβ1. 995b27. πο4. 1449
page-102-R	15	Poet	unknown		Poet is nowhere in the p.11/p.12 key · 14 sites in the corpus, all spelt this way	negat Vahlen Ar Poet I 43, ac Μβ1. 995b27. πο4. 1449
page-102-R	33	Poet	unknown		Poet is nowhere in the p.11/p.12 key · 14 sites in the corpus, all spelt this way	Poet I 43 sq). in interrogationibus bimembribus (ἆρα — ἤ)
page-102-R	36	Ac	unknown		Ac is nowhere in the p.11/p.12 key · 5 sites in the corpus, all spelt this way	Ρβ23. 1398a16 (secundum lectionem cod Ac, cui non de-
