site	tier	ground_truth	oof	kraken	vote
page-048-L:_9e99c5c7-cb26-4326-a550-00c8c2c63e52	both	1126b14. αὕτη ἡ δειλία ἄλυπος Ηγ15. 1119a29. ἄλυπος	1126b14. αὐτὴ ἡ δειλία ἄλυπος Ηγ15. 1119a29. ἄλυπος	1126b14. αὐτὴ ἡ δειλία ἄλυπος Ηγ15. 1119a29. ἄλυπος	
page-048-L:_f87db34b-b08b-4590-9c58-9b53577a5281	both	Ἅλυς. Κροῖσος Ἅλυν διαβὰς Ργ5. 1407a38.	λυε. Κροῖσος αλυν διαβὰς Ργ5. 1407a38.	Ἄλυς. Κροῖσος Ἄλυν διαβὰς Ργ5. 1407a38.	
page-048-L:_c7d3c8fc-66e3-4e6a-8ca6-e16bfa500e5a	both	Ἀλφειȣ͂ θυγάτηρ, ἀπόγονοι f555. 1569b43. 554. 1569b36.	Ἀλφειȣ͂ θυγάτηρ, ἀπόγονοι f 555. 1569b43. 554. 1569b36.	Ἀλφειȣ͂ θυγάτηρ, ἀπόγονοι f 555. 1569b43. 554. 1569b36.	
page-048-R:_990cf6be-33c3-4150-bd3e-7eab8b05edf9	both	ϗ̀ τὰ ἄλφιτα ϗ̀ οἱ ἄρτοι f411. 1546b13.	ϗ̀ τὰ ἄλφιτα ϗ̀ οἱ ἄρτοι f 411. 1546b13.	ϗ̀ τὰ ἄλφιτα ϗ̀ οἱ ἄρτοι f 411. 1546b13.	
page-048-R:_e25f0104-48be-41a9-aa88-dc9c3d57d141	both	610a12. f275. 1527b23. ὀρνίθων γένος ὃ τίκτει ἐν δέρ-	610a12. f 275. 1527b23. ὀρνίθων γένος ὃ τίκτει ἐν δέρ-	610a12. f 275. 1527b23. ὀρνίθων γένος ὃ τίκτει ἐν δέρ-	
page-048-R:_dbf4be00-95e0-41ac-af31-a3011e6d34d5	both	κυνοραϊστὰς πολλȣ̀ς ἐχȣ́σης Ρβ20. 1393b24 (renard C, de	κυνοραίστὰς πολλȣ̀ς ἐχȣ́σης Ρβ20. 1393b24 (renard C, de	κυνοραϊστὰς πολλȣ̀ς ἐχȣσης Ρβ20. 1393b24 (renard C, de	
page-048-R:_1b351117-cbb0-43e9-bb50-faa871f00549	both	a4 (ὅθεν αὐτῶν μεταξύ ἐστιν). ἅμα κατὰ χρόνον def Φδ10.	a4 (ȣθὲν αὐτῶν μεταξύ ἐστιν). ἅμα κατὰ χρόνον def Φδ10.	a4 (̓θὲν αὐτῶν μεταξύ ἐστιν). ἅμα κατὰ χρόνον def Φδ10.	
page-049-L:_02ba8f27-cacf-4e84-b748-d8b3473a515a	both	ἀμαθία παρακολȣθεῖ τῇ ἀφροσύνῃ αρ6. 1251a2.	ἀμαθία παρακολȣθεῖ τῇ ἀφροσύνη αρ6. 1251a2.	ἀμαθία παρακολȣθεῖ τῇ ἀφροσύνη αρ6. 1251a2.	
page-049-L:_1d726357-2e0d-4f67-949e-9a6d6dc5fa33	both	ἀμαθύνει (Hom Ι 593) Ρα7. 1365a14.	ἀμαθύνει (Hom I 593) Ρα7. 1365a14.	ἀμαθύνει (Hom I 593) Ρα7. 1365a14.	
page-049-L:_3c816e2e-acf1-4c35-8b26-71a58fc19def	both	βολὴ ἁμαρτάνεται, τὸ δὲ μέσον κατορθȣ͂ται Ηβ5. 1106b25.	βολὴ ἀμαρτάνεται, τὸ δέ μέσον κατορθȣ͂ται Ηβ5. 1106b25.	βολὴ ἁμαρτάνεται, τὸ δέ μέσον κατορθȣ͂ται Ηβ5. 1106b25.	
page-049-L:_e9633e77-0970-4d65-a9e6-7f9a75420f3e	both	ἁμάρτημα. ἐν τοῖς ἀιδίοις ȣ̓δὲν ȣ̓́τε κακὸν ȣ̓́τε ἁμάρτημα	ἀμάρτημα. ἐν τοῖς ἀιδίοις ȣ̓δὲν ȣ̓́τε κακὸν ȣ̓τε ἁμάρτημα	ἀμάρτημα. ἐν τοῖς ἀιδίοις ȣ̓οὲν ȣ̓́τε κακὸν ȣ̓́τε ἁμάρτημα	
page-049-R:_70b3d6ce-93e1-457f-a9e9-fa782b4931ac	both	πο13. 1453a10. ρ5. 1427a34. — ἁμαρτία φυσικὴ ημβ6.	πο13. 1453a10. ρ5. 1427a34. — ἁμαρτία φυσική ημβ6.	πο13. 1453a10. ρ5. 1427a34. — ἁμαρτία φυσική ημβ6.	
page-049-R:_ab59b2ae-dd08-4cc2-91c1-8c9967a6f898	both	Πα12. 1259b8 (Her. 2,172).	Πα12. 1259b8 (Her. 2, 172).	Πα12. 1259b8 (Her. 2, 172).	
page-049-R:_e32692ee-d361-4ddc-8b11-ff1466a75641	both	ἀμβλυωπότερος ἐγένετο τὰς ὄψεις Διονύσιος f546. 1568	ἀμβλυωπότερος ἐγένετο τὰς ὄψεις Διονύσιος f 546.1568	ἀμβλυωπότερος ἐγένετο τὰς ὄψεις Λιονύσιος f546. 1568	
page-049-R:_655290a8-43ec-4288-b1d2-1a073abd569c	both	μέρος τῆς Ἀμβρακίας f437. 1550a22. — Ἀμβρακία, θυ-	μέρος τῆς Ἀμβρακίας f437. 1550a22. — Ἀμβραȣία, θυ-	μέρος τῆς Ἀμβρακίας f 437. 1550a22. — Ἀμβρακία, θυ-	
page-049-R:_47497904-106c-455c-99e3-7f76b4cea15c	both	κιωτῶν πολιτεία f437.	κιωτν πολιτεία f 437.	κιωτῶν πολιτεία f 437.	
page-050-L:_caf2f567-e453-4960-a80b-ef8b32f10e33	both	ἀμελέτητος, opp γεγυμνάσθαι τιι6. 175a26, 24.	ἀμελέτητος, opp γεγυμνάσθαι τι16. 175a26, 24.	ἀμελέτητος, opp γεγυμνάσθαι τι16. 175a26, 24.	
page-050-L:_4b639fcd-1872-421d-83db-caca0b1066f5	both	ἔχον μέγεθος Φζ10. 240b12. 1. 231b3. θ10. 266a10. ἄρ'	ἔχον μέγεθος Φζ10. 240b12. 1. 231b3. θ10. 266a10. ἆρ	ἔχον μέγεθος Φζ10. 240b12. 1. 231b3. θ10. 266a10. ἆρ’	
page-050-L:_6c9c6c79-aa53-4b2e-aa6d-b9e49cbaab82	both	ἀδιαίρετος Μλ7. 1073a6. εἰ μεριστὴ ἡ ἀμερὴς ἡ ψυχὴ ψα1.	ἀδιαίρετος Μλ7. 1073a6. εἰ μεριστὴ ἢ ἀμερὴς ἡ ψυχή ψα1.	ἀδιαίρετος Μλ7. 1073a6. εἰ μεριστὴ ἢ ἀμερὴς ἡ ψυχή ψα1.	
page-050-R:_663a6049-1ef8-4e25-9aaf-9631c2fbbbf3	both	ἐμβάλλȣσιν εἰς τὸν Πόντον, ἀναπλέȣσιν εἰς τȣς ποταμȣ̀ς	ἐμβάλλȣσιν εἰς τὸν Πόντον, ἀναπλέȣσιν εἰς τȣ̀ς ποταμȣ́ς	ἐμβάλλȣσιν εἰς τὸν Πόντον, ἀναπλέȣσιν εἰς τȣ̀ς ποταμȣ́ς	
page-050-R:_83cebea9-6d45-4ec3-9974-b05a91582c14	both	138, 'putant scombrum amiam intelligi' S II 174, scomber	138 putant scombrum amiam intelligi S II 174, scomber	13β, putant scombrum amiam intelligi' S II 174, scomber	
page-050-R:_8dc6e8f8-adb2-4837-b230-4e8321d4307f	both	St K Cr, scomber amia L, s lichia amia Cuv F304, 9, scom-	St K Cr, scomber amia L, s lichia amia Cuv F 304, 9, scom-	St K Cr, scomber amia L, s lichia amia Cuv F 304, 9, scom-	
page-050-R:_133a3661-ee2a-492a-b099-11dfb840291d	both	ber sardo Ka Ζι adα1, pelamys sarda, bonite AΖι I121 n2).	ber sardo Ka Zι adα1, pelamys sarda, bonite AΖι1121 n 2).	ber sardo Ka Zι adα1, pelamys sarda, bonite AΖιI121 n 2).	
page-050-R:_e8e7efc9-48e6-478f-984e-d814f4df6c2f	both	᾽Αμιναῖος οἶνος f453. 1552a32, 36, 39.	Ἀμιναῖος οἶνος f453. 1552a32, 36, 39.	Αμιναῖος οἶνος f 453. 1552a32, 36, 39.	
page-050-R:_ba7c55ed-d4c6-4077-97e6-aa828f56922d	both	θ48. 833b22. f248. 1524a6.	θ48. 833b22. f 248. 1524a6.	θ48. 833b22. f 248. 1524a6.	
page-050-R:_555372ce-d062-4b93-8640-06e11c358084	both	Ἀμμȣ́ς i q Ζεύς f487. 1557b21.	Ἀμμȣ́ς i q Ζεύς f 487. 1557b21.	Ἀμμȣς i q Ζεύς f 487. 1557b21.	
page-050-R:_6d5ef046-08e6-40be-87bd-f5c3d8c24ec9	both	Ἄμμων. αἱ ἐν Ἄμμωνι κρῆναι f488. 1557b23. — ὁ ἐπὶ τὴν	Ἀμμων. αἱ ἐν Ἀμμωνι κρῆναι f 488. 1557b23. — ὁ ἐπὶ τὴν	Ἄμμων. αἱ ἐν Ἄμμωνι κρῆναι f 488. 1557b23. — ὁ ἐπὶ τὴν	
page-050-R:_f24a255c-3b1e-47dd-b7d9-1e3403bcbaaa	both	᾽Αμμωνία χώρα μα14. 352b32.	Ἀμμωνία χώρα μα14. 352b32.	Αμμωνία χώρα μα14. 352b32.	
page-050-R:_9df2f6b3-689d-437b-bd0f-fbea1bd9f87d	both	᾽Αμμωνιάς, τριήρης ἱερὰ f403. 1545b4, 18.	Ἀμμωνιάς, τριήρης ἱερά, f 403. 1545b4, 18.	Αμμωνιάς, τριήρης ἱερά f 403. 1545b4, 18.	
page-051-L:_172017a7-c064-405b-b17d-ef3c39e113eb	both	μν 2. 453b1. — ἀμνήμονες (i e ingrati) οἱ πολλοί Ηι7.	μν2. 453b1. — ἀμνήμονες (ie ingrati) οἱ πολλοί Ηc7.	μν2. 453b1. — ἀμνήμονες (i e ingrati) οἱ πολλοί Ηι7.	
page-051-L:_d3deb05d-b693-47fd-93ff-7726302de40e	both	ἀμȣσία ϗ̀ μȣσική, πάθος καθ' αὑτόν Γα4. 319b27.	ἀμȣσία ϗ̀ μȣσική, πάθος καθ᾽ αὐτόν Γα4. 319b27.	ἀμȣσία ϗ̀ μȣσική, πάθος καθ' αὐτόν Γα4. 319b27.	
page-051-L:_330a6f27-bd55-4dbc-be4e-39c8704f45d0	both	κάπνεον Ζγδ4. 770b20. ἄμπελος Ἀνθηδονιὰς ϗ̀ Ὑπερείας	κάπνεον Ζγδ4. 770b20. ἄμπελος Ἀνθηδονιὰς ϗ̀ περείας	κάπνεον Ζγδ4. 770b20. ἄμπελος Ἀνθηδονιὰς ϗ̀ περείας	
page-051-L:_e56b13f3-465d-4e0c-b33b-8070462a2851	both	ψαντο, ἀμυδρῶς μέντοι ϗ̀ ȣ̓δὲν σαφῶς ΜΑ4. 985a13. cf 5	ψαντο, ἀμυδρῶς μέντοι ϗ̀ ȣ̓δὲν σαφῶς ΜΑ4. 985a13. cf	ψαντο, ἀμυδρῶς μέντοι ϗ̀ ȣ̓δὲν σαφῶς ΜΑ4. 985a13. cf5	
page-051-L:_50f21811-2fdd-4663-a121-2c556497b376	both	1384a22. ἀμύνεσθαι om obiecto Ζια1. 488b9. ι41. 628b5.	1384a22. ἀμύεσθαι om abisctω Ζια1. 488b9. ιμ1. 628bn5.	1384a22. ἀμΐνεσθαι om obiecto Ζα1. 488b9. ι41. 628b5.	
page-051-R:_00938988-1604-457e-9031-d3ae991a361b	both	ἀμύνεσθαι περὶ πάτρης (Hom Μ 243) Ρβ21. 1395a14. —	ἀμύνεσθαι περὶ πάτρης (Hom M 243) Ρβ21. 1395a14. —	ἀμύνεσθαι περὶ πάτρης (Hom M 243) Ρβ21. 1395a14. —	
page-051-R:_58e641dd-73a1-4f02-858d-434d6ffb0584	both	Ἀμφίμαχος. ἐπίγραμμα ἐπὶ Ἀμφιμάχῳ f 596. 1576b7.	Ἀμφίμαχος. ἐπίγραμμα ἐπὶ Ἀμφιμάχȣ f596. 1576b7.	Ἀμφίμαχος. ἐπίγραμμα ἐπὶ Ἀμφιμάχȣ f596. 1576b7.	
page-052-L:_48df9d30-3465-4474-9b18-bdc82084418a	both	ἐποίκȣς Πε3. 1303b2. 6. 1306a2. — ἡ Θρᾴκη ἡ ὑπὲρ Ἀμ-	ἐποίκνς Πε3. 1303b2. 6. 1306a2. — ἡ Θράκη ἡ ὑπὲρ Ἀμ-	ἐποίκȣς Πε3. 1303b2. 6. 1306a2. — ἡ Θράκη ἡ ὑπὲρ Ἀμ-	
page-052-L:_fea39d45-2fd9-4271-bc35-d75a2b2d6b9c	both	’νόματος al Πδ16. 1300b27, 22. 15. 1299a29. γ9. 1281	νόματος al Πδ16. 1300b27, 22. 15. 1299a29. γ9. 1281	νόματος al Πδδ16. 1300b27, 22. 15. 1299a29. γ9. 1281	
page-052-L:_6061c9d5-2591-4162-82da-627be99c893e	both	παράδοξα). τὰ ἀμφισβητȣ́μενα ϗ̀ διαπορȣ́μενα ηεα4. 1215	παράδοξα). τὰ ἀμφισβητȣμενα ϗ̀ διαπορȣ́μενα ηεα4. 1215	παράδοξα). τὰ ἀμφισβητȣ́μενα ϗ̀ διαπορȣμενα ηεα4. 1215	
page-052-L:_18e24bbf-1e1c-4530-9960-1bdbfe415989	both	302a17. Πβ9. 1270b89. ἀμφισβητήσιμα ἀγαθά, opp ὁμο-	302a17. Πβ9. 1270b39. ἀμφισβητησιμα ἀγαθά, opp ὁμο-	302a17. Πβ9. 1270b89. ἀμφισβητησιμα ἀγαθά, opp ὁμο-	
page-052-L:_1e003aba-1357-45d9-8a58-ce21c610a684	both	Ἀμφιτρύων θ58. 834b26. f 480 1556b31, 39.	Ἀμφιτρύων θ58. 834b26. f 4801556b31, 39.	Ἀμφιτρύων θ58. 834b26. f 4801556b31, 39.	
page-052-L:_b53a2b8b-c619-4968-af6b-7fd93098419c	both	ὁ δ’ ἄκυρος f 426. 1548b31, 39.	ὁ δ᾽ ἄκυρος f 426. 1548b31, 39.	ὁ δ’᾽ ἄκυρος f 426. 1548b31, 39.	
page-053-L:_8f139ee0-d979-487c-a002-7383264a7128	both	653b32. 9. 655b18. Ζπ7. 707a21, ubi aliquot codd κἂν	653b32. 9. 655b18. Ζπ7. 707a21, ubi aliquot codd κἂν a0	653b32. 9. 655b18. Ζπ7. 707a21 ubi aliquot codd κἂν	
page-053-L:_2de255a7-91b2-43a5-872b-93b48e2acb6c	both	εἰ habent; sine v l Αα10. 30b14. 14. 33a12.)—insolentior	εἰ habent; sine v l Αα10. 30b14. 14. 33a12.)— insolentior	εἰ habent; sine v l Αα10. 30b14. 14. 33a12.)— insolentior	
page-053-L:_2b9065fe-ba36-4693-a2b3-56e17e783526	both	particula ἄν suam vim retinet ad determinandum apodosis	particula ἄν suam vim retihnet ad determinandum apodosis	particula ἄν suam vim retiet ad determinandum apodosis	
page-053-L:_3b9478ca-b7d2-48da-a046-2f36f75d0303	both	Ηε1. 1129a17. — εἰ πάθοι ἂν sim in enunciatione in-	Ηε1. 1129a17. — εἰ πάθοι ἂν sim in enunciatione in- 59	Ηε1. 1129a17. — εἰ πάθοι ἂν sim in enunciatione in-o	
page-053-R:_678716d9-629b-4bae-8843-51d41b1d024d	both	b22 (cf γ11. 1116b36 v l) Πβ7. 1267a39. ´γ9. 1280a36.	b22 (cf γ11. 1116b36 vl) Πβ7. 1267a39. γ9. 1280a36.	b22 (cf γ11. 1116b36 v l) Πβ7. 1267a39. γ9. 1280a36.	
page-053-R:_f01c78c6-590b-4df8-b9a7-f4d55a80be45	both	tentialem Πγ13. 1283b15. ζ8. 1322a35 (Bk1 utroque	tentialem Πγ13. 1283b15. ζ8. 1322a35 (Bka utroque	tentialem Πγ13. 1283b15. ζ8. 1322a35 (Bk3 utroque	
page-053-R:_04a1d2c8-5fb4-4268-bed6-01dfcef00b7c	both	ἄν πκε14. 939b2. κϛ12. 941a39, 48. 945b30 (ubivis fa-	ἄν πκε14. 939b2. κϛ12. 941a39. 48. 945b30 (ubivis fa-	ἄν πκε14. 939b2. κϛ12. 941a39. 48. 945b30 (ubivis fa-	
page-054-R:_692d5ef7-6bf6-4dcb-a105-95b4c81f8676	both	Ζμδ9. 685a18. ȣ̔͂ ἕνεκεν ϗ̀ βέλτιον, opp τὸ τȣ́τȣ ἕνεκεν ϗ̀	Ζμδ9. 685a18. ȣ̔͂ ἕνεκεν ϗ̀ βέλτιον, opp τὸ τȣτȣ ἕνεκεν ϗ̀	Ζμδ9. 685a18. ȣ̔͂ ἕνεκεν ϗ̀ βέλτιον, opp τὸ τȣτȣ ἕνεκεν ϗ̀	
page-054-R:_e33d18eb-4736-44fe-906a-e8d8b356dfbf	both	4. τῶν μὲν ἕτερον αἴτιον τȣ͂ ἀναγκαῖα εἶναι, τῶν δὲ ȣ̓θέν	 τῶ᾽ μὲ τπα ζα τ διγαῖ ναι, τροὲbνί	4. τῶν μὲν ἕτερον αἴτιαν τȣ ἀνανκαῖα εἶαιν τῶν δὲ ̓θθν	
page-056-R:_83ec5b13-9e3b-4129-baae-9c0890103bf8	both	378a29, b2.— ἀναθυμίασις in doctrina physiologica, ἔστιν	378a29, b2. — ἀναθυμίασις in doctrina phvsiologica, ἔστιν	378a29, b2. — ἀναθυμίασις in doctrina physiologica, ἔστιν	
page-056-R:_6fd58379-48cf-4fbe-b449-f176a2861ecc	both	ἀναιδὴς λᾶας (Hom [?]λ 598) Ργ11. 1411b34.— ἀναιδȣ͂ς ση-	αναιδὴς λᾶας (Hom λ 598)Ργ11. 1411b34. — ἀναιδȣ͂ς ση-	ἀναιδὴς λᾶας (IHom 'λ 598) Ργ11. 1411b34. — ἀναιδȣ͂ς ση-	
page-056-R:_94e6e5e2-6e87-4758-881b-d3f832e91978	both	54 n 1). — 2. ζῷα ἄναιμα, τὰ ἄναιμα. α. ὅτι ἐστὶ τῶν	b1aB — ἢ ζἶῖα ἄνοία,  ἄȣινα α ὅτι ἐστὶ τῶὴ	θ4n1) —κ 2.. ζῷα ἄναιμαι τὰ ἄναιμα. α. ὅτι ἐστὶ τῶν	
page-057-R:_5641db49-346b-4f05-bf60-83eeaed4ff51	both	ρεθήσονται, ἀνῄρηται, ἀνῄρητο, ἀνῃρημένον ἔσται Μκ8. 1065	ρεθήσονται, ἀνήρηται. ἀνήρητο. ἀνηρημένον ἔσται Μκ8. 1065	ρεθήσονται, ἀνήρηται. ἀνήρητο, ἀνῃρημένον ἔσται Μκ8. 1065	
page-058-L:_ace71b67-2a97-4393-81ec-38be80bd9cff	both	ἀναίτιος. τὸ ἀναίτιον, syn μὴ αἴτιον Λγ13. 78b12, a29. τι5.	ἀναίτιος. τὸ ἀναίτιον, syn μὴ αἴτιον Αγ13. 78b12, a29. τι5.	ἀναίτιος. τὸ ἀναίτιον, syn μὴ αἴτιον Αγ13. 78b12, a29. τι5.	
page-058-L:_bfcd77c9-75b0-4562-9fb4-0bd292703787	both	φορὰ ἐπ’ ἀρχὴν ἀνακάμπτει ψα3. 407a30. ὁ καικίας ἀνα-	φορὰ ἐπ᾽ ἀρχὴν ἀνακάμπτει ψα3. 407a30. ὁ καικίας ἀνα-	φορὰ ἐπ᾽ ἀρχὴν ἀνακάμπτει ψα3. 407a30. ὁ καικίας ἀνα-	
page-058-L:_75db6caa-004b-4092-9fef-83e193813ca2	both	πάλιν ἐπ’ ἀρχήν, opp εὐθυπορεῖν ψα3. 407a28.	πάλιν ἐπ᾽ ἀρχήν, opp εὐθυπορεῖν ψα3. 407a28.	πάλιν ἐπ᾽ ἀρχήν, opp εὐθυπορεῖν ψα3. 407a28.	
page-058-R:_ca5452e5-422c-4f16-86d7-907d76d57396	both	ἀνακλᾶσθαι. ἡ ἀνακλασθεῖσα σφαῖρα ȣ̓χ ὑπὸ τȣ͂ τοίχȣ ἐκι-	ἀνακλᾶσθαι. ἡ ἀνακλασθεῖσα σφαῖρα οὑχ ὑπὸ τȣ͂ τοίχȣ ἐκι-	ἀνακλᾶσθαι. ἡ ἀνακλασθεῖσα σφαῖρα ούχ ὑπὸ τȣ͂ τοίχȣ ἐκι-	
page-058-R:_cf7b50bd-7d75-4308-9919-31f5753e549a	both	νήθη ἀλλ’ ὑπὸ τȣ͂ βάλλοντος Φθ4. 255b27. γραμμαὶ ἀνα-	νήθη ἀλλ' ὑπὸ τȣ͂ βάλλοντος Φθ4. 255b27. γραμμαὶ ἀνα-	νήθη ἀλλ' ὑπὸ τȣ͂ βάλλοντος Φθ4. 255b27. γραμμαὶ ἀνα-	
page-058-R:_c78bf1ac-e29a-4b1d-bc7f-0d23480cdb62	both	τὴν ἀνάκλασιν ὀλίγῃ τῇ ὄψει θεωρȣ͂νται μγ4. 374b22. τὴν	τὴν ἀνάκλασιν ὀλίγη τῇ δψει θεωρȣ͂νται μγ4. 374b22. τὴν	τὴν ἀνάκλασιν ὀλίγῃ τῇ ἄψει θεωρȣ͂νται μγ4. 374b22. τὴν	
page-058-R:_83e3609b-f56f-4d99-b4d2-575fd142f198	both	ἅπαντα γὰρ ταῦτα ἀνάκλασις, ἀλλ’ εἴδει ἕτερα Αδ15. 98	ἅπαντα γὰρ ταῦτα ἀνάκλασις, ἀλλ᾽ εἴδει ἕτερα Αδ15. 98	ἅπαντα γὰρ ταῦτα ἀνάκλασις, ἀλλ' εἴδει ἕτερα Αδ15. 98	
page-058-R:_843891b9-6b70-4262-8325-926ac4a83b9f	both	quasi absolute et tituli instar: τὰ δ’ ἐν αὐτοῖς ζῳοτοκȣ͂ντα,	quasi absolute et tituli instar: τὰ δ' ἐν αὑτοῖς ζῳοτοκȣ͂ντα,	quasi absolute et tituli instar: τὰ δ' ἐν αὐτοῖς ζῳοτοκȣ͂ντα,	
page-058-R:_fbb1a6d4-7dd0-415f-a0f9-56cd83ce4d8e	both	νεται τῆς τροφῆς Ζγδ1. 765b32. cf τα15. 106a1. Πε6.	νεται τῆς τροφῆς Ζγδ1. 765b32. cf τα 15. 106a1. Πε6.	νεται τῆς τροφῆς Ζγδ1. 765b32. cf τα 15. 106a1. Πε6.	
page-058-R:_c9f5a392-bad7-4267-826d-29a06747338a	both	ὅτι πόρρω λίαν τȣ͂ νῦν Φδ13. 222b11. καθ’ ἕκαστον μὲν	ὅτι πόρρω λίαν τȣ͂ νῦν Φδ13. 222b11. καθ' ἕκαστον μὲν	ὅτι πόρρω λίαν τȣ͂ νῦν Φδ13. 222b11. καθ' ἕκαστον μὲν	
page-058-R:_6a0e0a25-7243-47df-b12b-7f7ace15d9c5	both	λαμβάνοντας τὸ ὅμοιον ἐκ τῶν παρ’ ἡμῖν γιγνομένων μα3.	λαμβάνοντας τὸ ὄμοιον ἐκ τῶν παρ’ μῖν γγνοιίωι μα3.	λαμβάνοντας τὸ ὅμοιον ἐκ τῶν παρ'᾽ ἠμῖν γινγνομόνων μα9.	
page-059-L:_f65ad749-b427-41ec-8721-2a552034006f	both	ἀνάκρισις θεσμοθετῶν,. def f 374. 1540a40. 375. 1540b14,	ἀνάκρισις θεσμοθετῶν, def f374. 1540a40. 375. 1540b14,	ἀνάκρισις θεσμοθετῶν, def f 374. 1540a40. 375. 1540b14,	
page-059-R:_9296e162-d18c-4aaa-8f1f-6f3783203cd6	both	χῆς δόξεεν ἀναλαμβάνεσθαι, l δόξειεν ἂν λαμβάνεσθαι ἀπ'	χῆς δόξεεν ἀναλαμβάνεσθαι, 1 δόξειεν ἂν λαμβάνεσθαι ατ	χῆς δόξεεν ἀναλαμβάνεσθαι, l δόξειεν ἂν λαμβάνεσθαι απ	
page-059-R:_201d85e3-22ad-46fc-b5d9-db269ce9ee4b	both	Φδ8. 215b29, 6. ἀναλογία ἰσότης λόγων, διῃρημένη συ-	Φδ8. 215b29, 6. ἀναλογία ἰσότης λόγων, διηρημένη συ-	Φδ8. 215b29, 6. ἀναλογία ἰσότης λόγων, διηρημένη συ-	
page-060-L:_84d0b236-ac78-478e-9f8c-eb123b44b9ea	both	δ’ ἀναίμοις τὸ ἀνάλογον τῇ καρδίᾳ, τὸ ἀνάλογον τῷ στήθει,	δ᾽ ἀναίμοις τὸ ἀνάλογον τῇ καρδίᾳ, τὸ ἀνάλογον τῷ στήθει,	δ' ἀναίμοις τὸ ἀνάλογον τῇ καρδίᾳ, τὸ ἀνάλογον τῷ στήθει,	
page-060-R:_fc76f400-0078-4cac-9b75-dbcc08af8041	both	στήμης ϗ̀ τῆς περὶ τὰ ἤθη πολιτικῆς Ρα4. 1359b10. δι᾽	στήμης ϗ̀ τῆς περὶ τα ἤθη πολιτικῆς Ρα4. 1359b10. δι	στήμης ϗ̀ τῆς περὶ τὰ ἤθη πολιτικῆς Ρα4. 1359b10. δι	
page-060-R:_30c87a9e-112f-4f19-9fd7-d0ea95566df5	vote	ἀναμηρυκᾶσθαι. φασὶν αὐτὸν (τὸν υ[?]τον) τὴν τροφὴν ἀνα-	ἀναμηρυκᾶσθαι. φασὶν αὐτὸν (τὸν ὦτον) τὴν τροφὴν ἀνα-	ἀναμηρυκᾶσθαι. φασὶν αὐτὸν (τὸν υὦτον) τὴν τροφὴν ἀνα-	ἀναμηρυκᾶσθαι. φασὶν αὐτὸν (τὸν υ[?τον) τὴν τροφὴν ἀνα-
page-060-R:_b2eb0cf8-b97c-438f-95ba-b5fa2710b019	both	μηρυκᾶσθαι f275. 1527b20.	μηρυκᾶσθαι f 275. 1527b20.	μηρυκᾶσθαι f 275. 1527b20.	
page-062-L:_f652be44-d480-436a-bf0c-23996a617d58	vote	ἀναξηραίνεται ὕδωρ, οἶνος, ἰκμάς μβ2. 355b26, 3,2. δ10.	ἀναξηραίνεται ὕδωρ, οἶνος, ἰκμάς μβ2. 355b26, 32. δ10.	ἀναξηραίνεται ὕδωρ, οἶνος, ἰκμάς μβ2. 355b26, 32. δ10.	ἀναξηραίνεται ὕδωρ, οἶνος, ἰκμάς μβ2. 355b26, 32. δ10.
page-062-L:_e5aad6a7-2ce3-4808-bae2-9c9bdb28f0e8	both	Ἀναξίμανδρος. ipsa eius verba adhibentur: ϗ̀ ‘περιέχειν	Ἀναξίμανδρος. ipsa ius vrba adhibentur:. ϗ̀ περιέχειν	Ἀναξίμανδρος. ipsa cius verba adhibentur: ϗ̀ ‘περιέχειν	
page-062-L:_4f906726-64fe-4df7-8118-21b53b16690c	both	ἅπαντα ϗ̀ κυβερνᾶν’, ὥς φασιν ὅσοι μὴ ποιȣ͂σι παρὰ τὸ	ἅπαντα ϗ̀ κυβερνᾶν·, ὥς φασιν ὅσοι μὴ ποιȣ͂σι παρὰ τὸ	ἅπαντα ϗ̀ κυβερνᾶν’, ὥς φασιν ὅσοι μὴ ποιȣ͂σι παρὴ τὸ	
page-062-L:_87970a37-0e1c-493a-9450-fdbf71789c2a	both	θεῖον· ‘ἀθάνατον γὰρ ϗ̀ ἀνώλεθρον’· ὥς φησιν ὁ Ἀναξίμαν-	θεῖον· ιἀθάνατον γάρ ϗ̀ ἀνώλεθρον. ὥς φησιν ὁ Ἀναξίμαν-	θεῖον· ‘ἀθάνατον γάρ ϗ̀ ἀνώλεθρον’· ὥς φησιν ὁ Ἀναξίμαν-	
page-062-L:_0aae1091-864a-4b30-a2f0-fb76145f34ab	both	οἱ δ’ ἐκ τȣ͂ ἑνὸς ἐνȣ́σας τὰς ἐναντιότητας ἐκκρίνεσθαι, ὥσπερ	οἱ δ' ἐκ τȣ͂ ἑνὸς ἐνȣσας τὰς ἐναντιότητας ἐκκρίνεσθαι, ὥσπερ	οἱ δ' ἐκ τȣ͂ ἑνὸς ἐνȣ́σας τὰς ἐναντιότητας ἐκκρίνεσθαι, ὥσπερ	
page-062-L:_9b328482-5e4d-4854-b29e-36dc61457929	both	Ἀναξίμανδρος Οβ13.295b12. Anax resp ὥσπερ φασί τινες,	Ἀναξίμανδρος Οβ13. 295b12. Anax resp ὥσπερ φασί τινες,	Ἀναξίμανδρος Οβ13. 295b12. Anax resp ὥσπερ φασί τινες,	
